SMILES,amount of this SMILES, max, min, median, mean, MAD(eV), SD(eV), CV 
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cocc21)c1scc2sccc12,5,-0.169,-0.169,-0.169,-0.169,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)C1=CC=C[SiH2]1,5,-0.175,-0.175,-0.175,-0.175,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1ccc[se]1,5,-0.174,-0.174,-0.174,-0.174,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1cccc2=C[SiH2]C=c12,5,-0.173,-0.174,-0.173,-0.1734,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1cccc2c[nH]cc12,5,-0.162,-0.164,-0.164,-0.1632,0.02612,0.026662,-0.006
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1cccc2ccccc12,5,-0.178,-0.179,-0.178,-0.1784,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1cccc2cocc12,5,-0.171,-0.173,-0.173,-0.1722,0.02612,0.026662,-0.0057
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1cccc2cscc12,5,-0.171,-0.174,-0.172,-0.1726,0.03048,0.032654,-0.007
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1cccc2nsnc12,5,-0.18,-0.181,-0.181,-0.1808,0.00871,0.010885,-0.0022
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1ccccc1,5,-0.178,-0.178,-0.178,-0.178,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1ccccn1,5,-0.18,-0.18,-0.18,-0.18,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1cccnc1,5,-0.183,-0.183,-0.183,-0.183,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1ccco1,5,-0.172,-0.172,-0.172,-0.172,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1cccs1,5,-0.174,-0.174,-0.174,-0.174,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1cncc2nsnc12,5,-0.185,-0.186,-0.186,-0.1858,0.00871,0.010885,-0.0022
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1cncs1,5,-0.181,-0.182,-0.182,-0.1816,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1nccc2nsnc12,5,-0.185,-0.186,-0.186,-0.1856,0.01306,0.013331,-0.0026
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1nccs1,5,-0.181,-0.181,-0.181,-0.181,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1ncncn1,5,-0.193,-0.193,-0.193,-0.193,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1scc2C=C[SiH2]c12,5,-0.177,-0.177,-0.177,-0.177,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1scc2[SiH2]C=Cc12,5,-0.176,-0.177,-0.177,-0.1766,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1scc2[nH]ccc12,5,-0.159,-0.159,-0.159,-0.159,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1scc2[se]ccc12,5,-0.169,-0.17,-0.17,-0.1696,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1scc2cc[nH]c12,5,-0.162,-0.163,-0.163,-0.1626,0.01306,0.013331,-0.003
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1scc2cc[se]c12,4,-0.169,-0.17,-0.17,-0.16975,0.0102,0.011783,-0.0026
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1scc2ccoc12,5,-0.169,-0.169,-0.169,-0.169,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1scc2ccsc12,5,-0.169,-0.17,-0.17,-0.1696,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1scc2nccnc12,5,-0.176,-0.176,-0.176,-0.176,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1scc2occc12,5,-0.169,-0.17,-0.17,-0.1696,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1cscc21)c1scc2sccc12,5,-0.169,-0.17,-0.17,-0.1696,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)C1=CC=C[SiH2]1,5,-0.183,-0.184,-0.183,-0.1834,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1ccc[se]1,5,-0.183,-0.183,-0.183,-0.183,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1cccc2=C[SiH2]C=c12,5,-0.176,-0.179,-0.178,-0.1778,0.01959,0.026662,-0.0055
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1cccc2c[nH]cc12,5,-0.168,-0.169,-0.169,-0.1686,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1cccc2ccccc12,5,-0.186,-0.19,-0.187,-0.1878,0.03701,0.039992,-0.0078
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1cccc2cocc12,5,-0.177,-0.179,-0.179,-0.1782,0.02612,0.026662,-0.0055
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1cccc2cscc12,5,-0.178,-0.18,-0.178,-0.1788,0.02612,0.026662,-0.0055
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1cccc2nsnc12,5,-0.19,-0.191,-0.191,-0.1906,0.01306,0.013331,-0.0026
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1ccccc1,5,-0.188,-0.188,-0.188,-0.188,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1ccccn1,5,-0.192,-0.192,-0.192,-0.192,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1cccnc1,5,-0.195,-0.195,-0.195,-0.195,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1ccco1,5,-0.181,-0.181,-0.181,-0.181,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1cccs1,5,-0.183,-0.184,-0.184,-0.1836,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1cncc2nsnc12,5,-0.196,-0.196,-0.196,-0.196,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1cncs1,5,-0.191,-0.192,-0.192,-0.1916,0.01306,0.013331,-0.0026
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1nccc2nsnc12,5,-0.196,-0.197,-0.197,-0.1966,0.01306,0.013331,-0.0025
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1nccs1,5,-0.191,-0.191,-0.191,-0.191,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1ncncn1,5,-0.207,-0.207,-0.207,-0.207,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1scc2C=C[SiH2]c12,5,-0.186,-0.186,-0.186,-0.186,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1scc2[SiH2]C=Cc12,5,-0.184,-0.185,-0.185,-0.1846,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1scc2[nH]ccc12,5,-0.165,-0.165,-0.165,-0.165,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1scc2[se]ccc12,5,-0.176,-0.176,-0.176,-0.176,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1scc2cc[nH]c12,5,-0.168,-0.169,-0.169,-0.1686,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1scc2cc[se]c12,5,-0.176,-0.177,-0.177,-0.1766,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1scc2ccoc12,5,-0.177,-0.177,-0.177,-0.177,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1scc2ccsc12,5,-0.177,-0.177,-0.177,-0.177,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1scc2nccnc12,5,-0.184,-0.184,-0.184,-0.184,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1scc2occc12,5,-0.177,-0.177,-0.177,-0.177,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3C=C[SiH2]c3c1c1nsnc21)c1scc2sccc12,5,-0.176,-0.176,-0.176,-0.176,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3cc[se]c3c1c1=C[SiH2]C=c21)C1=CC=C[SiH2]1,5,-0.172,-0.173,-0.172,-0.1724,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3cc[se]c3c1c1c[nH]cc21)C1=CC=C[SiH2]1,5,-0.163,-0.164,-0.163,-0.1634,0.01306,0.013331,-0.003
C1C(=Cc2c1c1ncc3cc[se]c3c1c1ccccc21)C1=CC=C[SiH2]1,5,-0.175,-0.176,-0.175,-0.1754,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3cc[se]c3c1c1cocc21)C1=CC=C[SiH2]1,5,-0.171,-0.172,-0.171,-0.1714,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3cc[se]c3c1c1cscc21)C1=CC=C[SiH2]1,5,-0.172,-0.173,-0.172,-0.1724,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3cc[se]c3c1c1nsnc21)C1=CC=C[SiH2]1,5,-0.181,-0.182,-0.181,-0.1814,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1ncc3ccc4=C[SiH2]C=c4c3c1c1=C[SiH2]C=c21)C1=CC=C[SiH2]1,5,-0.174,-0.175,-0.175,-0.1746,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3ccc4=C[SiH2]C=c4c3c1c1c[nH]cc21)C1=CC=C[SiH2]1,5,-0.166,-0.166,-0.166,-0.166,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3ccc4=C[SiH2]C=c4c3c1c1ccccc21)C1=CC=C[SiH2]1,5,-0.175,-0.176,-0.175,-0.1754,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3ccc4=C[SiH2]C=c4c3c1c1cocc21)C1=CC=C[SiH2]1,5,-0.173,-0.174,-0.173,-0.1734,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3ccc4=C[SiH2]C=c4c3c1c1cscc21)C1=CC=C[SiH2]1,5,-0.173,-0.174,-0.173,-0.1734,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3ccc4=C[SiH2]C=c4c3c1c1nsnc21)C1=CC=C[SiH2]1,5,-0.18,-0.181,-0.18,-0.1804,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1ncc3ccc4c[nH]cc4c3c1c1=C[SiH2]C=c21)C1=CC=C[SiH2]1,5,-0.164,-0.165,-0.164,-0.1644,0.01306,0.013331,-0.003
C1C(=Cc2c1c1ncc3ccc4c[nH]cc4c3c1c1c[nH]cc21)C1=CC=C[SiH2]1,5,-0.156,-0.157,-0.156,-0.1564,0.01306,0.013331,-0.0031
C1C(=Cc2c1c1ncc3ccc4c[nH]cc4c3c1c1ccccc21)C1=CC=C[SiH2]1,5,-0.167,-0.168,-0.167,-0.1674,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccc4c[nH]cc4c3c1c1cocc21)C1=CC=C[SiH2]1,4,-0.164,-0.164,-0.164,-0.164,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3ccc4c[nH]cc4c3c1c1cscc21)C1=CC=C[SiH2]1,5,-0.164,-0.165,-0.164,-0.1644,0.01306,0.013331,-0.003
C1C(=Cc2c1c1ncc3ccc4c[nH]cc4c3c1c1nsnc21)C1=CC=C[SiH2]1,5,-0.172,-0.173,-0.172,-0.1722,0.00871,0.010885,-0.0023
C1C(=Cc2c1c1ncc3ccc4ccccc4c3c1c1=C[SiH2]C=c21)C1=CC=C[SiH2]1,5,-0.17,-0.171,-0.17,-0.1704,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccc4ccccc4c3c1c1c[nH]cc21)C1=CC=C[SiH2]1,5,-0.162,-0.163,-0.162,-0.1624,0.01306,0.013331,-0.003
C1C(=Cc2c1c1ncc3ccc4ccccc4c3c1c1ccccc21)C1=CC=C[SiH2]1,5,-0.174,-0.175,-0.174,-0.1744,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3ccc4ccccc4c3c1c1cocc21)C1=CC=C[SiH2]1,5,-0.17,-0.171,-0.17,-0.1704,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccc4ccccc4c3c1c1cscc21)C1=CC=C[SiH2]1,5,-0.171,-0.171,-0.171,-0.171,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3ccc4ccccc4c3c1c1nsnc21)C1=CC=C[SiH2]1,5,-0.18,-0.181,-0.18,-0.1804,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1ncc3ccc4cocc4c3c1c1=C[SiH2]C=c21)C1=CC=C[SiH2]1,4,-0.171,-0.172,-0.1715,-0.1715,0.01361,0.013606,-0.0029
C1C(=Cc2c1c1ncc3ccc4cocc4c3c1c1c[nH]cc21)C1=CC=C[SiH2]1,5,-0.163,-0.164,-0.163,-0.1634,0.01306,0.013331,-0.003
C1C(=Cc2c1c1ncc3ccc4cocc4c3c1c1ccccc21)C1=CC=C[SiH2]1,5,-0.174,-0.175,-0.174,-0.1744,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3ccc4cocc4c3c1c1cocc21)C1=CC=C[SiH2]1,5,-0.171,-0.171,-0.171,-0.171,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3ccc4cocc4c3c1c1cscc21)C1=CC=C[SiH2]1,5,-0.171,-0.172,-0.171,-0.1714,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccc4cocc4c3c1c1nsnc21)C1=CC=C[SiH2]1,5,-0.179,-0.18,-0.179,-0.1794,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1ncc3ccc4cscc4c3c1c1=C[SiH2]C=c21)C1=CC=C[SiH2]1,5,-0.17,-0.171,-0.17,-0.1704,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccc4cscc4c3c1c1c[nH]cc21)C1=CC=C[SiH2]1,5,-0.162,-0.163,-0.162,-0.1624,0.01306,0.013331,-0.003
C1C(=Cc2c1c1ncc3ccc4cscc4c3c1c1ccccc21)C1=CC=C[SiH2]1,5,-0.173,-0.174,-0.173,-0.1734,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3ccc4cscc4c3c1c1cocc21)C1=CC=C[SiH2]1,5,-0.17,-0.171,-0.17,-0.1704,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccc4cscc4c3c1c1cscc21)C1=CC=C[SiH2]1,5,-0.17,-0.171,-0.17,-0.1704,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccc4cscc4c3c1c1nsnc21)C1=CC=C[SiH2]1,5,-0.179,-0.18,-0.179,-0.1794,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1ncc3ccc4nsnc4c3c1c1=C[SiH2]C=c21)C1=CC=C[SiH2]1,5,-0.175,-0.176,-0.175,-0.1754,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3ccc4nsnc4c3c1c1c[nH]cc21)C1=CC=C[SiH2]1,5,-0.167,-0.168,-0.167,-0.1674,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccc4nsnc4c3c1c1ccccc21)C1=CC=C[SiH2]1,5,-0.179,-0.18,-0.179,-0.1794,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1ncc3ccc4nsnc4c3c1c1cocc21)C1=CC=C[SiH2]1,5,-0.175,-0.176,-0.176,-0.1756,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3ccc4nsnc4c3c1c1cscc21)C1=CC=C[SiH2]1,5,-0.176,-0.177,-0.176,-0.1764,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3ccc4nsnc4c3c1c1nsnc21)C1=CC=C[SiH2]1,5,-0.185,-0.186,-0.185,-0.1854,0.01306,0.013331,-0.0026
C1C(=Cc2c1c1ncc3ccccc3c1c1=C[SiH2]C=c21)C1=CC=C[SiH2]1,5,-0.17,-0.171,-0.17,-0.1704,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccccc3c1c1c[nH]cc21)C1=CC=C[SiH2]1,5,-0.163,-0.163,-0.163,-0.163,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3ccccc3c1c1ccccc21)C1=CC=C[SiH2]1,5,-0.175,-0.176,-0.175,-0.1754,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3ccccc3c1c1cocc21)C1=CC=C[SiH2]1,5,-0.171,-0.172,-0.171,-0.1714,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccccc3c1c1cscc21)C1=CC=C[SiH2]1,5,-0.171,-0.172,-0.171,-0.1714,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccccc3c1c1nsnc21)C1=CC=C[SiH2]1,5,-0.182,-0.183,-0.183,-0.1826,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1ncc3cccnc3c1c1=C[SiH2]C=c21)C1=CC=C[SiH2]1,5,-0.172,-0.172,-0.172,-0.172,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3cccnc3c1c1c[nH]cc21)C1=CC=C[SiH2]1,5,-0.163,-0.164,-0.163,-0.1634,0.01306,0.013331,-0.003
C1C(=Cc2c1c1ncc3cccnc3c1c1ccccc21)C1=CC=C[SiH2]1,5,-0.177,-0.178,-0.177,-0.1774,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3cccnc3c1c1cocc21)C1=CC=C[SiH2]1,5,-0.172,-0.173,-0.172,-0.1724,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3cccnc3c1c1cscc21)C1=CC=C[SiH2]1,5,-0.173,-0.174,-0.173,-0.1734,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3cccnc3c1c1nsnc21)C1=CC=C[SiH2]1,5,-0.184,-0.185,-0.184,-0.1844,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1ncc3ccncc3c1c1=C[SiH2]C=c21)C1=CC=C[SiH2]1,5,-0.176,-0.176,-0.176,-0.176,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3ccncc3c1c1c[nH]cc21)C1=CC=C[SiH2]1,5,-0.168,-0.169,-0.168,-0.1684,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccncc3c1c1ccccc21)C1=CC=C[SiH2]1,5,-0.18,-0.181,-0.18,-0.1804,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1ncc3ccncc3c1c1cocc21)C1=CC=C[SiH2]1,5,-0.177,-0.177,-0.177,-0.177,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3ccncc3c1c1cscc21)C1=CC=C[SiH2]1,5,-0.177,-0.178,-0.177,-0.1774,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3ccncc3c1c1nsnc21)C1=CC=C[SiH2]1,5,-0.187,-0.188,-0.187,-0.1874,0.01306,0.013331,-0.0026
C1C(=Cc2c1c1ncc3ccoc3c1c1=C[SiH2]C=c21)C1=CC=C[SiH2]1,5,-0.17,-0.171,-0.171,-0.1706,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccoc3c1c1c[nH]cc21)C1=CC=C[SiH2]1,5,-0.161,-0.162,-0.161,-0.1614,0.01306,0.013331,-0.003
C1C(=Cc2c1c1ncc3ccoc3c1c1ccccc21)C1=CC=C[SiH2]1,5,-0.173,-0.175,-0.173,-0.1736,0.01959,0.021769,-0.0046
C1C(=Cc2c1c1ncc3ccoc3c1c1cocc21)C1=CC=C[SiH2]1,5,-0.169,-0.17,-0.169,-0.1694,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccoc3c1c1cscc21)C1=CC=C[SiH2]1,5,-0.17,-0.171,-0.17,-0.1704,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccoc3c1c1nsnc21)C1=CC=C[SiH2]1,5,-0.18,-0.181,-0.18,-0.1804,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1ncc3ccsc3c1c1=C[SiH2]C=c21)C1=CC=C[SiH2]1,5,-0.171,-0.172,-0.172,-0.1716,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccsc3c1c1c[nH]cc21)C1=CC=C[SiH2]1,5,-0.163,-0.163,-0.163,-0.163,0.0,0.0,-0.0
C1C(=Cc2c1c1ncc3ccsc3c1c1ccccc21)C1=CC=C[SiH2]1,5,-0.175,-0.176,-0.175,-0.1754,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncc3ccsc3c1c1cocc21)C1=CC=C[SiH2]1,5,-0.171,-0.172,-0.171,-0.1714,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccsc3c1c1cscc21)C1=CC=C[SiH2]1,5,-0.171,-0.172,-0.172,-0.1716,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1ncc3ccsc3c1c1nsnc21)C1=CC=C[SiH2]1,5,-0.181,-0.182,-0.181,-0.1814,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1ncccc1c1=C[SiH2]C=c21)C1=CC=C[SiH2]1,5,-0.175,-0.175,-0.175,-0.175,0.0,0.0,-0.0
C1C(=Cc2c1c1ncccc1c1c[nH]cc21)C1=CC=C[SiH2]1,5,-0.164,-0.165,-0.164,-0.1644,0.01306,0.013331,-0.003
C1C(=Cc2c1c1ncccc1c1ccccc21)C1=CC=C[SiH2]1,5,-0.177,-0.178,-0.177,-0.1774,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncccc1c1cocc21)C1=CC=C[SiH2]1,5,-0.174,-0.174,-0.174,-0.174,0.0,0.0,-0.0
C1C(=Cc2c1c1ncccc1c1cscc21)C1=CC=C[SiH2]1,5,-0.174,-0.175,-0.174,-0.1744,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1ncccc1c1nsnc21)C1=CC=C[SiH2]1,5,-0.185,-0.186,-0.185,-0.1854,0.01306,0.013331,-0.0026
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)C1=CC=C[SiH2]1,5,-0.163,-0.163,-0.163,-0.163,0.0,0.0,-0.0
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1ccc[se]1,5,-0.161,-0.162,-0.162,-0.1618,0.00871,0.010885,-0.0025
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1cccc2=C[SiH2]C=c12,5,-0.164,-0.164,-0.164,-0.164,0.0,0.0,-0.0
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1cccc2c[nH]cc12,5,-0.154,-0.155,-0.155,-0.1546,0.01306,0.013331,-0.0032
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1cccc2ccccc12,5,-0.164,-0.164,-0.164,-0.164,0.0,0.0,-0.0
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1cccc2cocc12,5,-0.161,-0.162,-0.162,-0.1616,0.01306,0.013331,-0.003
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1cccc2cscc12,5,-0.161,-0.162,-0.162,-0.1616,0.01306,0.013331,-0.003
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1cccc2nsnc12,5,-0.167,-0.167,-0.167,-0.167,0.0,0.0,-0.0
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1ccccc1,5,-0.164,-0.164,-0.164,-0.164,0.0,0.0,-0.0
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1ccccn1,5,-0.166,-0.166,-0.166,-0.166,0.0,0.0,-0.0
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1cccnc1,4,-0.168,-0.169,-0.1685,-0.1685,0.01361,0.013606,-0.003
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1ccco1,5,-0.16,-0.16,-0.16,-0.16,0.0,0.0,-0.0
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1cccs1,5,-0.161,-0.162,-0.162,-0.1616,0.01306,0.013331,-0.003
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1cncc2nsnc12,5,-0.172,-0.172,-0.172,-0.172,0.0,0.0,-0.0
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1cncs1,5,-0.167,-0.168,-0.168,-0.1676,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1nccc2nsnc12,5,-0.172,-0.172,-0.172,-0.172,0.0,0.0,-0.0
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1nccs1,5,-0.167,-0.167,-0.167,-0.167,0.0,0.0,-0.0
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1ncncn1,5,-0.177,-0.177,-0.177,-0.177,0.0,0.0,-0.0
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1scc2C=C[SiH2]c12,5,-0.164,-0.165,-0.164,-0.1644,0.01306,0.013331,-0.003
C1C(=Cc2c1c1oc3C=C[SiH2]c3c1c1=C[SiH2]C=c21)c1scc2[SiH2]C=Cc12,5,-0.164,-0.164,-0.164,-0.164,0.0,0.0,-0.0
